trade_date,股票代码,open,close,high,low,vol,amount,amp,pct_chg,change,turnover_rate
2026-06-03,600519,1273.85,1252.27,1273.85,1246.5,5247652,6684726.56,2.15,-1.94,-24.72,3.887002681537324
2026-06-04,600519,1249.42,1238.68,1259.19,1237.4,3350617,4186325.37,1.74,-1.09,-13.59,2.481844692408061
2026-06-05,600519,1248.45,1243.43,1253.34,1238.43,3130397,3908150.66,1.19,0.38,4.75,2.3187249332227813
2026-06-08,600519,1242.59,1233.78,1248.45,1230.87,3082836,3830703.94,1.42,-0.7799999999999999,-9.65,2.2834958946858137
2026-06-09,600519,1233.79,1226.96,1233.8,1223.59,2786012,3437351.5,0.83,-0.5499999999999999,-6.82,2.0636345769108098
2026-06-10,600519,1223.13,1246.38,1252.36,1221.3,3924414,4800073.68,2.54,1.58,19.42,2.9068634393939647
2026-06-11,600519,1242.71,1249.43,1253.22,1237.62,2535198,3150510.88,1.26,0.24,3.05,1.8778534522159744
2026-06-12,600519,1241.79,1262.04,1265.06,1235.76,5049478,6270390.44,2.36,1.01,12.61,3.740212675376288
2026-06-15,600519,1262.81,1241.71,1262.81,1240.73,4158556,5251475.44,1.75,-1.6099999999999999,-20.33,3.080295401319129
2026-06-16,600519,1237.72,1226.64,1238.57,1225.98,3496974,4328261.4,1.02,-1.21,-15.07,2.5902531866187593
2026-06-17,600519,1228.91,1211.33,1230.64,1209.92,4480330,5505942.6,1.69,-1.25,-15.31,3.31863750190983
2026-06-18,600519,1206.45,1186.91,1210.23,1183.22,5747173,6933655.5,2.24,-2.02,-24.42,4.25700424918781
2026-06-22,600519,1186.23,1212.71,1223.83,1177.14,5825131,6909972.62,3.94,2.17,25.8,4.314748732824928
2026-06-23,600519,1210.35,1194.19,1234.78,1188.86,5800405,7020542.27,3.79,-1.53,-18.52,4.296433869662566
2026-06-24,600519,1194.38,1179.76,1213.16,1179.59,4533528,5414763.86,2.81,-1.21,-14.43,3.35804193815149
2026-06-25,600519,1179.09,1184.08,1198.63,1172.26,4844649,5712294.74,2.24,0.37,4.32,3.5884932259431683
2026-06-26,600519,1199.0,1168.63,1199.0,1168.1,5006647,6002969.75,2.58,-1.3,-15.45,3.708487208090552
2026-06-29,600519,1169.0,1194.96,1215.0,1151.01,6687812,7818052.23,5.47,2.25,26.33,4.953747538445289
2026-06-30,600519,1187.0,1185.49,1195.67,1176.0,3960779,4701444.67,1.66,-0.79,-9.47,2.933799458115119
2026-07-01,600519,1180.1,1193.01,1196.8,1166.33,4247381,5012334.21,2.58,0.63,7.52,3.1460892102812235
2026-07-02,600519,1193.01,1203.0,1215.52,1190.51,5087015,6068859.81,2.1,0.84,9.99,3.7680168094265003
2026-07-03,600519,1205.24,1194.45,1210.14,1185.0,3426755,4130062.16,2.09,-0.7100000000000001,-8.55,2.5382410788618293
2026-07-06,600519,1186.0,1206.91,1215.0,1180.0,4097001,4859043.19,2.95,1.04,12.46,3.034700828725133
2026-07-07,600519,1200.0,1188.8,1202.0,1188.11,2736500,3283800.0,1.16,-1.5,-18.11,2.0269604078218006
